"location","context","source","target"
"digcomp.glossary.learning_outcomes.definition","digcomp.glossary.learning_outcomes.definition","Statements of what an individual knows, understands and is able to do on completion of a learning process, which are defined in terms of knowledge, skills and attitudes. DigComp 3.0 includes intended learning outcomes, i.e. what an individual is expected to know, understand or is able to do – rather than achieved learning outcomes – the demonstration of what an individual knows, understands or is able to do. Section 2.5 of the DigComp 3.0 framework provides more detail.",""
"digcomp.glossary.licence.label","digcomp.glossary.licence.label","Licence",""
"digcomp.glossary.licence.definition","digcomp.glossary.licence.definition","Grants permission to use a particular software, application, content or service. A licence in digital contexts can take several forms: It may be a serial number to be entered during the installation process, an activation code used to unlock an online service, an electronic file associated with a user account, or a licence key. The main purpose of a licence is to establish the legal rights and restrictions regarding the use of the software, application, content or service. Digital licences may also offer benefits such as easy access to updates and upgrades and facilitating the management of licenses on multiple devices.",""
"digcomp.glossary.linked_open_data.label","digcomp.glossary.linked_open_data.label","Linked open data",""
"digcomp.glossary.linked_open_data.definition","digcomp.glossary.linked_open_data.definition","Freely accessible and re-usable data that is in a format that can be interlinked with other data.",""
"digcomp.glossary.machine_learning.label","digcomp.glossary.machine_learning.label","Machine learning",""
"digcomp.glossary.machine_learning.definition","digcomp.glossary.machine_learning.definition","A field of artificial intelligence concerned with the development and study of statistical algorithms that can learn from data and generalise to unseen data, and thus perform tasks without explicit instructions. Advances in deep learning, a sub-discipline of machine learning, have allowed neural networks, a class of statistical algorithms, to surpass many previous machine-learning approaches. Machine learning has many applications, including natural language processing, computer vision, speech recognition, email filtering, agricultural management systems, and diagnostic medicine.",""
"digcomp.glossary.malware.label","digcomp.glossary.malware.label","Malware",""
"digcomp.glossary.malware.definition","digcomp.glossary.malware.definition","Malicious software designed to infiltrate systems, cause damage, disrupt services and/or steal data.",""
"digcomp.glossary.misinformation.label","digcomp.glossary.misinformation.label","Misinformation",""
"digcomp.glossary.misinformation.definition","digcomp.glossary.misinformation.definition","False information regardless of intent to deceive or mislead people.",""
"digcomp.glossary.multi_factor_authentication.label","digcomp.glossary.multi_factor_authentication.label","Multi-factor authentication",""
"digcomp.glossary.multi_factor_authentication.definition","digcomp.glossary.multi_factor_authentication.definition","A digital authentication method in which a user is granted access to a website or application only after successfully presenting two or more distinct types of evidence (or factors) to an authentication mechanism. The purpose of multi-factor authentication is to protect personal data—which may include personal identification or financial assets—from being accessed by an unauthorised third party that may have been able to discover, for example, a single password. Authentication can be made on the basis of something physical the user possesses (e.g. a bank card, a phone), knows (e.g. a PIN), or has as part of their physical identity (biometric identification).",""
"digcomp.glossary.national_qualifications_framework_nqf.label","digcomp.glossary.national_qualifications_framework_nqf.label","National Qualifications Framework (NQF)",""
"digcomp.glossary.national_qualifications_framework_nqf.definition","digcomp.glossary.national_qualifications_framework_nqf.definition","Instrument for developing, classifying and issuing qualifications in a country according to a set of criteria for specified levels of learning achieved, which integrates and coordinates national qualifications subsystems and improves transparency, access, progression and quality of qualifications.",""
"digcomp.glossary.nudging.label","digcomp.glossary.nudging.label","Nudging",""
"digcomp.glossary.nudging.definition","digcomp.glossary.nudging.definition","A term from the behavioural sciences which refers to any attempt at influencing people’s judgment, choice or behaviour by making use of knowledge about cognitive boundaries, biases, routines, and habits in individual and social decision-making.",""
"digcomp.glossary.online_platform.label","digcomp.glossary.online_platform.label","Online platform",""
"digcomp.glossary.online_platform.definition","digcomp.glossary.online_platform.definition","See Digital platforms and services.",""
"digcomp.glossary.online_service.label","digcomp.glossary.online_service.label","Online service",""
"digcomp.glossary.online_service.definition","digcomp.glossary.online_service.definition","See Digital platforms and services.",""
"digcomp.glossary.open_data.label","digcomp.glossary.open_data.label","Open data",""
"digcomp.glossary.open_data.definition","digcomp.glossary.open_data.definition","Data that are openly accessible, exploitable, editable and shareable by anyone for any purpose. Open data are generally licensed under an open license (one which grants permission to access, re-use and redistribute a work with few or no restrictions).",""
"digcomp.glossary.open_educational_resources_oer.label","digcomp.glossary.open_educational_resources_oer.label","Open educational resources (OER)",""
"digcomp.glossary.open_educational_resources_oer.definition","digcomp.glossary.open_educational_resources_oer.definition","Digital materials offered freely and openly for teaching, learning and research. Open educational resources include learning content, software tools to develop, use and distribute content, and implementation resources such as open licences.",""
"digcomp.glossary.operating_system.label","digcomp.glossary.operating_system.label","Operating system",""
"digcomp.glossary.operating_system.definition","digcomp.glossary.operating_system.definition","A digital device's system software that manages computer hardware and software resources to provide common services for computer programs.",""
"digcomp.glossary.peripheral_device.label","digcomp.glossary.peripheral_device.label","Peripheral device",""
"digcomp.glossary.peripheral_device.definition","digcomp.glossary.peripheral_device.definition","Any hardware device that is not part of a computer device's central processing unit or motherboard. It does not contribute to the primary function of a computer system but rather helps users access and use additional functionalities given by that device's association with the computer. Peripheral devices cover a wide range, including input devices (e.g. keyboard, mouse, microphone), output devices (e.g. screen, headphones, speaker), peripheral storage devices (e.g. external hard drive), internal peripheral devices (e.g. memory card, graphics card) and external devices (e.g. webcam).",""
"digcomp.glossary.personal_data.label","digcomp.glossary.personal_data.label","Personal data",""
"digcomp.glossary.personal_data.definition","digcomp.glossary.personal_data.definition","The data relating to a physical person who with this data can be identified directly or indirectly.",""
"digcomp.glossary.personalisation.label","digcomp.glossary.personalisation.label","Personalisation",""
"digcomp.glossary.personalisation.definition","digcomp.glossary.personalisation.definition","Digital services that are tailored to individual users’ interests and preferences, especially through the application of algorithms to the users' online behaviours.",""
"digcomp.glossary.phishing.label","digcomp.glossary.phishing.label","Phishing",""
"digcomp.glossary.phishing.definition","digcomp.glossary.phishing.definition","See Social engineering",""
"digcomp.glossary.piracy.label","digcomp.glossary.piracy.label","Piracy",""
"digcomp.glossary.piracy.definition","digcomp.glossary.piracy.definition","A form of copyright infringement which involves downloading and digitally distributing copyrighted works, such as music, films or software, without permission. Despite improvements in digital technologies to protect against piracy and the increase in digital entertainment content platforms, piracy rates have been increasing, possibly due to a combination of cost and the fact that many individuals do not perceive piracy to be an ethical issue. Also referred to as online piracy, digital piracy or software piracy.",""
"digcomp.glossary.plagiarism.label","digcomp.glossary.plagiarism.label","Plagiarism",""
"digcomp.glossary.plagiarism.definition","digcomp.glossary.plagiarism.definition","Using someone else’s ideas or work and pretending that it is one’s own. The wide diffusion of AI systems, particularly generative AI, has added a layer of complexity to the ethics of plagiarism as well as an increase in plagiarism detection tools, which vary in their effectiveness.",""
"digcomp.glossary.platform_economy.label","digcomp.glossary.platform_economy.label","Platform economy",""
"digcomp.glossary.platform_economy.definition","digcomp.glossary.platform_economy.definition","Digital matching companies that use online platforms to connect service providers with consumers, facilitating peer-to-peer transactions and enabling value-creating interactions within a network. These platforms serve as technological infrastructures for exchanging goods and services among various groups of producers and consumers.",""
"digcomp.glossary.pre_bunking.label","digcomp.glossary.pre_bunking.label","Pre-bunking",""
"digcomp.glossary.pre_bunking.definition","digcomp.glossary.pre_bunking.definition","A set of strategies that individuals can employ to build pre-emptive resilience to misinformation, by addressing misinformation sources at a higher level than their specific misinformation claims.",""
"digcomp.glossary.privacy.label","digcomp.glossary.privacy.label","Privacy",""
"digcomp.glossary.privacy.definition","digcomp.glossary.privacy.definition","In the context of legislation such as the General Data Protection Regulation (GDPR, 2018), data privacy refers to the empowerment of users to make their own decisions about who can process their data, and for what purpose.",""
"digcomp.glossary.privacy_tool.label","digcomp.glossary.privacy_tool.label","Privacy tool",""
"digcomp.glossary.privacy_tool.definition","digcomp.glossary.privacy_tool.definition","A digital technology that protects the privacy of the user, typically working together with internet usage to control or limit the amount of user information that is shared to third parties. There are two main types of privacy tools. The first type is protecting a user's Internet privacy from the World Wide Web. There are software products that will mask or hide a user's IP address from the outside world to protect the user from identity theft. The second type of protection is hiding or deleting a user's internet traces that are on their device as a result of using the internet.",""
"digcomp.glossary.problem_solving.label","digcomp.glossary.problem_solving.label","Problem solving",""
"digcomp.glossary.problem_solving.definition","digcomp.glossary.problem_solving.definition","Engaging in cognitive and metacognitive processes individually or with others to achieve a task where the method of solution is not immediately obvious. It includes identifying and defining the problem, searching for information, and testing and applying one or more potential solutions, and is done at least partially in a digital environment.",""
"digcomp.glossary.proficiency_level.label","digcomp.glossary.proficiency_level.label","Proficiency level",""
"digcomp.glossary.proficiency_level.definition","digcomp.glossary.proficiency_level.definition","In DigComp 3.0, proficiency levels describe the level of acquisition of an individual of a digital competence, according to cognitive challenge, task complexity and level of autonomy. DigComp 3.0 distinguishes between four proficiency levels (Basic, Intermediate, Advanced and Highly Advanced). For existing DigComp users, the relationship between the DigComp 3.0 proficiency levels and previous versions of DigComp is shown in Annex 1 of the DigComp 3.0 framework.",""
"digcomp.glossary.pseudonymisation.label","digcomp.glossary.pseudonymisation.label","Pseudonymisation",""
"digcomp.glossary.pseudonymisation.definition","digcomp.glossary.pseudonymisation.definition","In the General Data Protection Regulation (GDPR, 2018), pseudonymisation refers to the processing of personal data in such a manner that the data can no longer be attributed to a specific data subject without the use of additional information, provided that such additional information is kept separately and is subject to technical and organisational measures to ensure that the personal data are not attributed to an identified or identifiable natural person.",""
"digcomp.glossary.responsible_use_of_digital_technologies.label","digcomp.glossary.responsible_use_of_digital_technologies.label","Responsible use (of digital technologies)",""
"digcomp.glossary.responsible_use_of_digital_technologies.definition","digcomp.glossary.responsible_use_of_digital_technologies.definition","The conscious, ethical, and effective use of digital technologies to maximise their benefits and minimise their risks.",""
"digcomp.glossary.reality_virtuality_rv_continuum.label","digcomp.glossary.reality_virtuality_rv_continuum.label","Reality-virtuality (RV) continuum",""
"digcomp.glossary.reality_virtuality_rv_continuum.definition","digcomp.glossary.reality_virtuality_rv_continuum.definition","Originally proposed in the 1990s for visual displays, the reality-virtuality (RV) continuum has a purely real environment at one end, consisting solely of real objects, and at the other end, a purely virtual environment, consisting solely of virtual objects. Any environment which consists of blending real and virtual objects is termed Mixed Reality (MR). Mixed reality environments where the real world is augmented with virtual content are called augmented reality (AR), while those where most of the content is virtual but there is some awareness or inclusion of real world objects are called augmented virtuality (AV). The concept was updated in 2021 to cover sensory input in addition to visual.",""
"digcomp.glossary.right_to_disconnect.label","digcomp.glossary.right_to_disconnect.label","Right to disconnect",""
"digcomp.glossary.right_to_disconnect.definition","digcomp.glossary.right_to_disconnect.definition","Refers to a worker’s right to be able to disengage from work and refrain from engaging in work-related digital communication, such as emails or other messages, during non-work hours. This concept has developed as a result of advances in communication technologies and their impact on people’s daily lives. While there is currently no comprehensive EU-wide framework defining this right, the European Parliament passed a resolution in 2021 calling for a Directive to support this right.",""
"digcomp.glossary.robot.label","digcomp.glossary.robot.label","Robot",""
"digcomp.glossary.robot.definition","digcomp.glossary.robot.definition","A machine—especially one programmable by a computer—capable of carrying out a complex series of actions automatically. Robots can operate with varying degrees of autonomy.",""
"digcomp.glossary.robotics.label","digcomp.glossary.robotics.label","Robotics",""
"digcomp.glossary.robotics.definition","digcomp.glossary.robotics.definition","The interdisciplinary study and practice of the design, construction, operation, and use of robots, involving aspects of computer science and engineering disciplines (such as mechanical, electrical, electronic and materials).",""
"digcomp.glossary.simple_task.label","digcomp.glossary.simple_task.label","Simple (task)",""
"digcomp.glossary.simple_task.definition","digcomp.glossary.simple_task.definition","In DigComp 3.0, the term 'simple' is used in reference to proficiency levels competence statements and learning outcomes. A simple task is one which is well-defined and which consists of few parts, and hence is easy to understand and complete, and is at the opposite end of a continuum which has ‘complex’ at the other end. Note that task simplicity cannot necessarily be completely described on the basis of task characteristics - the experience and perspective of an individual undertaking a task is also relevant.",""
"digcomp.glossary.social_engineering.label","digcomp.glossary.social_engineering.label","Social engineering",""
"digcomp.glossary.social_engineering.definition","digcomp.glossary.social_engineering.definition","The act of manipulating or deceiving individuals, especially using psychological persuasion, to gain access to systems containing data, documents, and information that the social engineer should not have access to obtain. Two common approaches are (i) phishing, which uses deceptive emails, websites, or messages to trick users into revealing sensitive information or installing malware; and (ii) baiting, which uses attractive advertisements or offers to entice the user into clicking on a link which contains malware or which seeks sensitive or personal data from the user. Social engineering techniques in digital environments are considered an increasingly pervasive and sophisticated threat to cybersecurity, particularly due to the application of AI technologies (e.g. voice cloning, personalising content, automated profiling). Consequences to individuals include identity theft and reputational damage.",""
"digcomp.glossary.social_innovation.label","digcomp.glossary.social_innovation.label","Social innovation",""
"digcomp.glossary.social_innovation.definition","digcomp.glossary.social_innovation.definition","The process of developing and deploying effective solutions to challenging and often systemic social and environmental issues in support of social progress.",""
"digcomp.glossary.social_media.label","digcomp.glossary.social_media.label","Social media",""
"digcomp.glossary.social_media.definition","digcomp.glossary.social_media.definition","A range of digital technologies that facilitate the creation, sharing and aggregation of content (such as ideas, interests, and other forms of expression) amongst virtual communities and networks. Their common features include online platforms which enable users to create and share content and participate in social networking; user-generated content; service-specific profiles; and the connection of individual user profiles to other individuals or groups.",""
"digcomp.glossary.social_media_influencer.label","digcomp.glossary.social_media_influencer.label","Social media influencer",""
"digcomp.glossary.social_media_influencer.definition","digcomp.glossary.social_media_influencer.definition","Online content creators who post content on social media or video-sharing platforms through which they impact society, public opinion and the personal views of their audience, often showcased through their authenticity-based relationship with their audience. Influencers often have a commercial intent and engage with commercial actors through different business models for monetisation purposes.",""
"digcomp.glossary.software.label","digcomp.glossary.software.label","Software",""
"digcomp.glossary.software.definition","digcomp.glossary.software.definition","Computer programs that instruct the execution of a computer. Software can be categorised into operating systems (which manage hardware resources and provide services for applications) and application software (which performs specific tasks for users). Software development covers several phases (design, programming, testing, release and maintenance).",""
"digcomp.glossary.specialised_purpose_task.label","digcomp.glossary.specialised_purpose_task.label","Specialised (purpose, task)",""
"digcomp.glossary.specialised_purpose_task.definition","digcomp.glossary.specialised_purpose_task.definition","In DigComp 3.0, particularly in reference to proficiency levels, competence statements and learning outcomes, references are made to specialised purposes and tasks. Here, specialised means related to a particular discipline, field or area.",""
"digcomp.glossary.task.label","digcomp.glossary.task.label","Task",""
"digcomp.glossary.task.definition","digcomp.glossary.task.definition","In DigComp 3.0, particularly in reference to proficiency levels, competence statements and learning outcomes, a task is a specific activity which involves the use of digital technologies that contributes to a goal, in any context – everyday life, work, or learning. Tasks can vary in size, duration and complexity and may be carried out individually or in collaboration with others.",""
"digcomp.glossary.trustworthy_ai.label","digcomp.glossary.trustworthy_ai.label","Trustworthy AI",""
"digcomp.glossary.trustworthy_ai.definition","digcomp.glossary.trustworthy_ai.definition","Trustworthy AI has three components: (1) it should be lawful, ensuring compliance with all applicable laws and regulations (2) it should be ethical, demonstrating respect for, and ensure adherence to, ethical principles and values and (3) it should be robust, both from a technical and social perspective, since, even with good intentions, AI systems can cause unintentional harm. Trustworthy AI concerns not only the trustworthiness of the AI system but also comprises the trustworthiness of all processes and actors that are part of the AI system’s life cycle.",""
"digcomp.glossary.united_nations_un_global_digital_compact_gdc.label","digcomp.glossary.united_nations_un_global_digital_compact_gdc.label","United Nations (UN) Global Digital Compact (GDC)",""
"digcomp.glossary.united_nations_un_global_digital_compact_gdc.definition","digcomp.glossary.united_nations_un_global_digital_compact_gdc.definition","The first comprehensive framework for global digital governance agreed by UN Member States in 2024 which aims to foster an inclusive, open, safe and secure digital space that respects, protects and promotes human rights. The UN Office for Digital and Emerging Technologies, set up in January 2025, supports follow-up and implementation of the GDC.",""
"digcomp.glossary.universal_meaningful_connectivity_umc.label","digcomp.glossary.universal_meaningful_connectivity_umc.label","Universal Meaningful Connectivity (UMC)",""
"digcomp.glossary.universal_meaningful_connectivity_umc.definition","digcomp.glossary.universal_meaningful_connectivity_umc.definition","The possibility for everyone to enjoy a safe, enriching, productive and affordable online experience, consisting of six interdependent dimensions: quality of the connection, availability for use, affordability, devices, skills and security.",""
"digcomp.glossary.unplugged_activities.label","digcomp.glossary.unplugged_activities.label","‘Unplugged’ activities",""
"digcomp.glossary.unplugged_activities.definition","digcomp.glossary.unplugged_activities.definition","Activities that don’t involve screens or electronic devices. They can range from hobbies and exercise to social engagements that require no digital input. In DigComp 3.0, unplugged activities refer primarily to teaching and learning activities which do not require any digital input.","Activiteiten die geen schermen of elektronische apparaten omvatten. Ze kunnen variëren van hobby's en lichaamsbeweging tot sociale activiteiten die geen digitale invoer vereisen. In DigComp 3.0 verwijzen unplugged-activiteiten voornamelijk naar onderwijs- en leeractiviteiten die geen digitale invoer vereisen."
"digcomp.glossary.user_experience_ux_and_customer_experience_cx.label","digcomp.glossary.user_experience_ux_and_customer_experience_cx.label","User experience (UX) and Customer experience (CX)",""
"digcomp.glossary.user_experience_ux_and_customer_experience_cx.definition","digcomp.glossary.user_experience_ux_and_customer_experience_cx.definition","UX is how a user interacts with and experiences a product, system or service. It includes a person's perceptions of utility, ease of use, and efficiency. CX refers to the cognitive, affective, sensory, and behavioral responses of a customer during all stages of the consumption process including pre-purchase, consumption, and post-purchase. In DigComp 3.0, CX and UX relate specifically to digital contexts.",""
"digcomp.glossary.virtual_assistant.label","digcomp.glossary.virtual_assistant.label","Virtual assistant",""
"digcomp.glossary.virtual_assistant.definition","digcomp.glossary.virtual_assistant.definition","Digital technology that can perform a range of tasks or services for a user based on user input such as commands or questions, including verbal ones. Such technologies often incorporate chatbot capabilities to streamline task execution. The interaction may be via text, graphical interface, or voice, as some virtual assistants are able to interpret human speech and respond via synthesised voices. In many cases, users use verbal commands to access information online, control home devices and media playback, and manage other basic tasks such as email, to-do lists, and calendars. Companies in various industries often incorporate some kind of virtual assistant technology into their customer service or support.",""
"digcomp.glossary.virtual_reality_realities_vr.label","digcomp.glossary.virtual_reality_realities_vr.label","Virtual reality, realities (VR)",""
"digcomp.glossary.virtual_reality_realities_vr.definition","digcomp.glossary.virtual_reality_realities_vr.definition","Typically refers to three-dimensional, immersive, fully computer-generated environments to which users access, e.g., through virtual reality headsets. Different concepts such as augmented reality (AR) and mixed reality (MR) are used to refer to various grades along the reality-virtuality continuum. It has been proposed that the term 'extended reality' (XR) covers all of these digital technologies.",""
"digcomp.glossary.wellbeing_in_digital_environments.label","digcomp.glossary.wellbeing_in_digital_environments.label","Wellbeing (in digital environments)",""
"digcomp.glossary.wellbeing_in_digital_environments.definition","digcomp.glossary.wellbeing_in_digital_environments.definition","A state of physical, mental and social wellness in relation to an individual's usage of and presence in digital environments. The physical aspect refers to a range of characteristics, such as sleep and rest, balance of physical and sedentary activity, posture and musculoskeletal health and eyesight. The mental aspect also refers to a range of characteristics such as presence or absence of depression, anxiety, low self-esteem or problematic usage of digital technologies affecting mental wellbeing. The social wellbeing aspect refers to a sense of involvement with individuals and communities (e.g. access to and use of social capital; social trust; social connectedness).",""
